data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2017-04-23,201717,0.0,0,0,0,0.0,0.0,0,1,290040520171719109,2022-04-27,0.0,0.0,17033.0,25.7142857142857,85.4285714285714,0,0,0,,,,,,,,,,1
2017-04-16,201716,0.0,0,0,0,0.0,0.0,0,1,290040520171619109,2022-04-27,0.0,0.0,17033.0,24.4285714285714,89.5714285714286,0,0,0,,,,,,,,,,1
2017-04-09,201715,0.0,0,0,0,0.0,0.0,0,1,290040520171519109,2022-04-27,0.0,0.0,17033.0,25.5714285714286,82.5714285714286,0,0,0,,,,,,,,,,1
2017-04-02,201714,0.0,0,0,0,0.0,0.0,0,1,290040520171419109,2022-04-27,0.0,0.0,17033.0,24.5714285714286,88.8571428571429,0,0,0,,,,,,,,,,1
2017-03-26,201713,1.0,1,1,1,0.9632679,5.8709564,0,1,290040520171319109,2022-04-27,0.0,19.0,17033.0,25.0,87.2857142857143,1,0,0,,,,,,,,,,1
2017-03-19,201712,0.0,0,0,0,0.0,0.0,0,1,290040520171219109,2022-04-27,0.0,0.0,17033.0,26.0,80.5714285714286,0,0,0,,,,,,,,,,1
2017-03-12,201711,0.0,0,0,0,0.0,0.0,0,1,290040520171119109,2022-04-27,0.0,0.0,17033.0,24.4285714285714,85.2857142857143,0,0,0,,,,,,,,,,1
2017-03-05,201710,0.0,0,0,0,0.0,0.0,0,1,290040520171019109,2022-04-27,0.0,0.0,17033.0,25.0,81.2857142857143,0,0,0,,,,,,,,,,1
2017-02-26,201709,0.0,0,0,0,0.0,0.0,0,1,290040520170919109,2022-04-27,0.0,0.0,17033.0,25.2857142857143,82.1428571428571,0,0,0,,,,,,,,,,1
2017-02-19,201708,0.0,0,0,0,0.0,0.0,0,1,290040520170819109,2022-04-27,0.0,0.0,17033.0,24.8571428571429,82.0,0,0,0,,,,,,,,,,1
2017-02-12,201707,0.0,0,0,0,0.0,0.0,0,1,290040520170719109,2022-04-27,0.0,0.0,17033.0,25.1428571428571,80.1428571428571,0,0,0,,,,,,,,,,1
2017-02-05,201706,0.0,0,0,0,0.0,0.0,0,1,290040520170619109,2022-04-27,0.0,0.0,17033.0,25.8571428571429,77.0,0,0,0,,,,,,,,,,1
2017-01-29,201705,0.0,0,0,0,0.0,0.0,0,1,290040520170519109,2022-04-27,0.0,0.0,17033.0,24.7142857142857,82.4285714285714,0,0,0,,,,,,,,,,1
2017-01-22,201704,0.0,0,0,0,0.0,0.0,0,1,290040520170419109,2022-04-27,0.0,0.0,17033.0,25.4285714285714,79.0,0,0,0,,,,,,,,,,1
2017-01-15,201703,0.0,0,0,0,0.0,0.0,0,1,290040520170319109,2022-04-27,0.0,0.0,17033.0,24.7142857142857,81.1428571428571,0,0,0,,,,,,,,,,1
